시료코드 ,시험코드 ,시험종류 ,시험제어방식 ,내부마찰각 ,점착력 
B5615BH033DS01,B5615BH033DS01UU,UU,,0,13.6
B5615BH035DS01,B5615BH035DS01UU,UU,,0,6.8
B5615BH037DS01,B5615BH037DS01UU,UU,,0,18.6
B5615BH039DS01,B5615BH039DS01UU,UU,,0,7
B5615BH041DS01,B5615BH041DS01UU,UU,,0,23.3
B5615BH043DS01,B5615BH043DS01UU,UU,,0,14
B5615BH044DS01,B5615BH044DS01UU,UU,,0,12.6
B5615BH046DS01,B5615BH046DS01UU,UU,,0,6.5
B5615BH047DS01,B5615BH047DS01UU,UU,,0,19
B5615BH048DS01,B5615BH048DS01UU,UU,,0,11.7
B5615BH050DS01,B5615BH050DS01UU,UU,,0,10.9
B5617BH007DS01,B5617BH007DS01UU,UU,,,18.26
B5617BH009DS01,B5617BH009DS01UU,UU,,,56.7
B5633BB004DS01,B5633BB004DS01UU,UU,,,39
B5633BB014DS01,B5633BB014DS01UU,UU,,,40.6
B5633SB001DS01,B5633SB001DS01UU,UU,,,39
B5646BH001NA02,B5646BH001NA02UU,UU,,,17.74
B5646BH002NA02,B5646BH002NA02UU,UU,,,24.03
B5646BH004NA02,B5646BH004NA02UU,UU,,,11.95
B5646BH008NA02,B5646BH008NA02UU,UU,,,18.79
B5646BH010NA02,B5646BH010NA02UU,UU,,,26.88
B5646BH012NA02,B5646BH012NA02UU,UU,,,17.36
B5646BH014NA02,B5646BH014NA02UU,UU,,,18.79
B5646BH016NA02,B5646BH016NA02UU,UU,,,15.82
B5646BH018NA02,B5646BH018NA02UU,UU,,,20.34
B5647BH002NA01,B5647BH002NA01UU,UU,,,43.07
B5647BH005NA01,B5647BH005NA01UU,UU,,,36.99
B5659BH002NA01,B5659BH002NA01UU,UU,,,53.7
B5667BB016DS01,B5667BB016DS01UU,UU,,,31.5
B5667SB010DS01,B5667SB010DS01UU,UU,,,45.9
B5686SB001DS01,B5686SB001DS01UU,UU,,,30.2
B5686SB002NA01,B5686SB002NA01UU,UU,,,41.3
B5686SB003NA02,B5686SB003NA02UU,UU,,57,
B5686SB004NA01,B5686SB004NA01UU,UU,,,40.3
B5686SB005NA01,B5686SB005NA01UU,UU,,,36.1
B5735BH023NA01,B5735BH023NA01UU,UU,,0,0.16
B5735BH025NA02,B5735BH025NA02UU,UU,,0,0.45
B5735BH026NA01,B5735BH026NA01UU,UU,,0,0.6
B5735BH027NA02,B5735BH027NA02UU,UU,,0,0.46
B5735BH028NA01,B5735BH028NA01UU,UU,,0,0.22
B5735BH029NA02,B5735BH029NA02UU,UU,,0,0.26
B5735BH030NA01,B5735BH030NA01UU,UU,,0,0.22
B5735BH031DS01,B5735BH031DS01UU,UU,,0,0.19
B5767BB001DS02,B5767BB001DS02UU,UU,strain control,,29.5
B5767BB012DS01,B5767BB012DS01UU,UU,strain control,,30.6
B5767BB012DS02,B5767BB012DS02UU,UU,strain control,,26.1
B5822BH001DS01,B5822BH001DS01UU,UU,strain control,0,0.24
B5822BH002DS01,B5822BH002DS01UU,UU,strain control,0,0.27
B5850BH001DS01,B5850BH001DS01UU,UU,,,0.15
B5850BH001DS02,B5850BH001DS02UU,UU,,,0.5
B5850BH002DS01,B5850BH002DS01UU,UU,,,0.15
B5850BH002DS02,B5850BH002DS02UU,UU,,,0.25
B5850BH002DS03,B5850BH002DS03UU,UU,,,0.53
B5850BH003DS01,B5850BH003DS01UU,UU,,,0.13
B5850BH003DS02,B5850BH003DS02UU,UU,,,0.35
B5850BH003DS03,B5850BH003DS03UU,UU,,,0.6
B5850BH004DS01,B5850BH004DS01UU,UU,,0.19,
B5850BH004DS02,B5850BH004DS02UU,UU,,,0.14
B5850BH005DS01,B5850BH005DS01CU,CU,,25.1,
B5850BH005DS01,B5850BH005DS01UU,UU,,,
B5850BH005DS02,B5850BH005DS02UU,UU,,,0.23
B5850BH006DS01,B5850BH006DS01CU,CU,,25,
B5850BH006DS01,B5850BH006DS01UU,UU,,,0.12
B5850BH006DS02,B5850BH006DS02UU,UU,,,0.2
B5850BH007DS01,B5850BH007DS01CU,CU,,24.2,
B5850BH007DS01,B5850BH007DS01UU,UU,,,0.15
B5850BH007DS02,B5850BH007DS02UU,UU,,0.31,
B5850BH008DS01,B5850BH008DS01UU,UU,,,0.14
B5850BH008DS02,B5850BH008DS02UU,UU,,,0.18
B5850BH008DS02,B5850BH008DS02CU,CU,,22.6,
B5850BH009DS01,B5850BH009DS01UU,UU,,,0.11
B5850BH009DS02,B5850BH009DS02CU,CU,,23.4,
B5850BH009DS02,B5850BH009DS02UU,UU,,,0.21
B5852BH002DS01,B5852BH002DS01CU,CU,,7,0.04
B5852BH002DS01,B5852BH002DS01UU,UU,,,0.09
B5852BH004DS01,B5852BH004DS01CU,CU,,6,0.05
B5852BH004DS01,B5852BH004DS01UU,UU,,,0.09
B5852BH004DS02,B5852BH004DS02CU,CU,,0.06,7
B5852BH004DS02,B5852BH004DS02UU,UU,,,0.11
B5874BH112DS01,B5874BH112DS01UU,UU,,0,4.64
B5874BH118DS01,B5874BH118DS01UU,UU,,0,2.79
B5874BH126DS01,B5874BH126DS01UU,UU,,0,62.6
B5874BH127DS01,B5874BH127DS01UU,UU,,0,60.8
B5879BH004DS01,B5879BH004DS01CU,CU,,14.1,27.45
B5879BH004DS02,B5879BH004DS02CU,CU,,10.6,20.17
B5879BH004DS03,B5879BH004DS03CU,CU,,,
B5879BH004DS03,B5879BH004DS03UU,UU,,0,22.7
B5879BH005DS01,B5879BH005DS01CU,CU,,11.4,19.76
B5879BH005DS03,B5879BH005DS03UU,UU,,0,38.7
B5886BH001DS01,B5886BH001DS01UU,UU,,0,0.326
B5886BH001DS02,B5886BH001DS02UU,UU,,0,0.33
B5886BH002DS01,B5886BH002DS01UU,UU,,0,0.302
B5886BH002DS02,B5886BH002DS02UU,UU,,0,0.343
B5886BH002DS03,B5886BH002DS03CU,CU,,17.2,0
B5886BH002DS03,B5886BH002DS03UU,UU,,0,0
B5886BH002DS04,B5886BH002DS04UU,UU,,0,0.624
B5886BH004DS01,B5886BH004DS01UU,UU,,0,0.29
B5886BH004DS02,B5886BH004DS02UU,UU,,0,0
B5886BH004DS02,B5886BH004DS02CU,CU,,17.1,0
B5886BH005DS01,B5886BH005DS01UU,UU,,0,0.276
B5886BH005DS02,B5886BH005DS02UU,UU,,0,0.27
B5886BH006DS01,B5886BH006DS01UU,UU,,0,0.332
B5886BH007DS01,B5886BH007DS01UU,UU,,0,0.24
B5886BH007DS02,B5886BH007DS02CU,CU,,17.3,0
B5886BH007DS02,B5886BH007DS02UU,UU,,0,0
B5886BH007DS03,B5886BH007DS03UU,UU,,0,0.285
B5886BH008DS01,B5886BH008DS01UU,UU,,0,0.163
B5886BH008DS02,B5886BH008DS02UU,UU,,0,0.187
B5886BH009DS01,B5886BH009DS01UU,UU,,0,0.287
B5886BH009DS02,B5886BH009DS02UU,UU,,0,0.443
B5886BH010DS01,B5886BH010DS01UU,UU,,0,0.32
B5890BH001NA04,B5890BH001NA04UU,UU,,,0.29
B5891BH001NA01,B5891BH001NA01UU,UU,,,0.59
B5894BH001NA02,B5894BH001NA02CU,CU,,15,10
B5894BH001NA02,B5894BH001NA02UU,UU,,,
B5894BH002NA02,B5894BH002NA02UU,UU,,,
B5894BH002NA02,B5894BH002NA02CU,CU,,16,11.2
B5894BH003NA02,B5894BH003NA02UU,UU,,,
B5894BH003NA02,B5894BH003NA02CU,CU,,17,10.7
B5894BH004NA02,B5894BH004NA02CU,CU,,19,10.3
B5894BH004NA02,B5894BH004NA02UU,UU,,,
B5917BH005NA01,B5917BH005NA01UU,UU,,0,0.36
B5917BH006NA01,B5917BH006NA01UU,UU,,,0.33
B5917BH012NA01,B5917BH012NA01UU,UU,,,0.38
B5917BH026NA01,B5917BH026NA01UU,UU,,,0.35
B5929BH001CR01,B5929BH001CR01UU,UU,,0,51.3
B5929BH004CR01,B5929BH004CR01UU,UU,,0,46.5
B5929BH009CR01,B5929BH009CR01UU,UU,,0,55.4
B5929BH015CR01,B5929BH015CR01UU,UU,,0,59.8
B5929BH019CR01,B5929BH019CR01UU,UU,,0,86.9
B5941BH006DS02,B5941BH006DS02UU,UU,,0,15.58
B5941BH014DS01,B5941BH014DS01UU,UU,,0,12.69
B5941SB001DS01,B5941SB001DS01UU,UU,,0,29.97
B5941SB003DS02,B5941SB003DS02UU,UU,,0,22.34
B5941SB005DS01,B5941SB005DS01CU,CU,,25.3,0
B5941SB005DS01,B5941SB005DS01UU,UU,,0,24.85
B5941SB007DS02,B5941SB007DS02UU,UU,,0,17.48
B5941SB012DS02,B5941SB012DS02CU,CU,,17.7,0
B5941SB012DS02,B5941SB012DS02UU,UU,,0,12.91
B5941SB021DS01,B5941SB021DS01UU,UU,,0,0.38
B5941SB027DS02,B5941SB027DS02UU,UU,,0,0.33
B5952BH001NA01,B5952BH001NA01UU,UU,,0,22.29
B5953BH001NA01,B5953BH001NA01UU,UU,,0,14.15
B5953BH004NA01,B5953BH004NA01UU,UU,,0,11.78
B5953BH005NA01,B5953BH005NA01UU,UU,,0,12.03
B5994BH001DS01,B5994BH001DS01UU,UU,,0,23.9
B5994BH002DS01,B5994BH002DS01UU,UU,,0,22.27
B5994BH004DS01,B5994BH004DS01UU,UU,,0,25.43
B6021BH001DS01,B6021BH001DS01UU,UU,,,11.15
B6021BH001DS01,B6021BH001DS01CU,CU,,,11.15
B6021BH001DS02,B6021BH001DS02UU,UU,,,8.65
B6021BH001DS03,B6021BH001DS03UU,UU,,,9.37
B6027BB007DS01,B6027BB007DS01UU,UU,,,51.95
B6027SB003DS01,B6027SB003DS01UU,UU,,,47.63
B6035BH001DS01,B6035BH001DS01UU,UU,,,27.2
B6035BH003DS01,B6035BH003DS01UU,UU,,,29.62
B6035BH005DS01,B6035BH005DS01UU,UU,,,34.45
B6035BH008DS01,B6035BH008DS01UU,UU,,,59.22
B6035BH011DS01,B6035BH011DS01UU,UU,,,46.56
B6048BB042DS01,B6048BB042DS01UU,UU,변형률제어,0,19.6
B6048BB054DS01,B6048BB054DS01UU,UU,Strain control test,0,16.6
B6048BB066DS01,B6048BB066DS01UU,UU,Strain control test,0,41.4
B6048BB083DS01,B6048BB083DS01UU,UU,Strain control test,0,28.2
B6049BH002DS01,B6049BH002DS01UU,UU,Strain control,0,15.51
B6049BH004DS01,B6049BH004DS01UU,UU,Strain control,0,18.19
B6049BH005DS02,B6049BH005DS02UU,UU,Strain control,0,20.46
B6055BH016DS01,B6055BH016DS01UU,UU,Strain controlled,0,41.43
B6055BH026DS01,B6055BH026DS01UU,UU,strain control,0,198
B6055BH030NA02,B6055BH030NA02UU,UU,strain controlled,0,32.85
B6055BH034DS01,B6055BH034DS01UU,UU,strain controlled,0,32.08
B6059BH001DS01,B6059BH001DS01UU,UU,,,17.7
B6059BH002DS01,B6059BH002DS01UU,UU,,,18.7
B6059BH003DS01,B6059BH003DS01UU,UU,,,21.8
B6059BH004DS01,B6059BH004DS01UU,UU,,,19.9
B6059BH004DS01,B6059BH004DS01CU,CU,,,
B6059BH005DS01,B6059BH005DS01UU,UU,,,20.9
B6059BH006DS01,B6059BH006DS01UU,UU,,,16.6
B6059BH007DS01,B6059BH007DS01UU,UU,,,19.1
B6065SB001DS02,B6065SB001DS02UU,UU,,0,18
B6065SB004DS02,B6065SB004DS02UU,UU,,0,53.9
B6076SB005DS01,B6076SB005DS01UU,UU,,0,14.39
B6076SB006DS01,B6076SB006DS01UU,UU,,0,24.79
B6076SB007DS01,B6076SB007DS01UU,UU,,0,19.38
B6076SB008DS01,B6076SB008DS01UU,UU,,0,20.9
B6076SB009DS01,B6076SB009DS01UU,UU,,0,18.17
B6076SB010DS01,B6076SB010DS01CU,CU,,,
B6076SB010DS01,B6076SB010DS01UU,UU,,0,13.6
B6076SB011DS01,B6076SB011DS01UU,UU,,0,13.6
B6076SB012DS01,B6076SB012DS01UU,UU,UD,0,11.88
B6076SB013DS01,B6076SB013DS01UU,UU,,0,14.99
B6076SB013DS02,B6076SB013DS02UU,UU,,0,57.06
B6076SB014DS01,B6076SB014DS01UU,UU,,0,16.89
B6076SB014DS01,B6076SB014DS01CU,CU,,,
B6076SB015DS01,B6076SB015DS01UU,UU,,0,13.66
B6076SB016DS01,B6076SB016DS01UU,UU,,0,12.36
B6076SB017DS01,B6076SB017DS01UU,UU,,0,17.88
B6076SB018DS01,B6076SB018DS01UU,UU,,0,16.47
B6076SB019DS01,B6076SB019DS01UU,UU,,0,12.29
B6076SB020DS01,B6076SB020DS01UU,UU,,0,13.75
B6076SB021DS01,B6076SB021DS01UU,UU,,0,15.82
B6076SB022DS01,B6076SB022DS01UU,UU,,0,10.18
B6076SB023DS01,B6076SB023DS01UU,UU,,0,22.26
B6076SB024DS01,B6076SB024DS01UU,UU,,0,16.6
B6076SB026DS01,B6076SB026DS01UU,UU,,0,15.37
B6076SB027DS01,B6076SB027DS01UU,UU,,0,16.55
B6082BB001DS01,B6082BB001DS01UU,UU,,,0.64
B6082BB002DS01,B6082BB002DS01UU,UU,,,0.6
B6091BH001NA01,B6091BH001NA01UU,UU,정적반복재하식,,19.9
B6091BH002NA01,B6091BH002NA01CU,CU,,,
B6091BH002NA01,B6091BH002NA01UU,UU,정적반복재하식,,21.2
B6091BH003NA01,B6091BH003NA01UU,UU,정적반복재하식,,16.5
B6091BH004NA01,B6091BH004NA01UU,UU,정적반복재하식,,23.3
B6091BH005NA01,B6091BH005NA01CU,CU,,,
B6091BH005NA01,B6091BH005NA01UU,UU,정적반복재하식,,22
B6091BH006NA01,B6091BH006NA01UU,UU,정적반복재하식,,22.4
B6111BH001NA01,B6111BH001NA01CU,CU,,,
B6111BH001NA01,B6111BH001NA01UU,UU,strain control,,0.06
B6111BH002NA01,B6111BH002NA01UU,UU,strain control,,0.1
B6111BH003NA01,B6111BH003NA01UU,UU,strain control,,0.08
B6111BH006NA01,B6111BH006NA01UU,UU,strain control,,0.06
B6111BH009NA01,B6111BH009NA01UU,UU,strain control,,0.09
B6161BH002NA02,B6161BH002NA02UU,UU,,0,24.32
B6161BH003NA02,B6161BH003NA02UU,UU,,0,18.9
B6192BH001NA01,B6192BH001NA01UU,UU,,0,23.1
B6192BH005NA01,B6192BH005NA01UU,UU,,0,21.6
B6192BH006NA01,B6192BH006NA01UU,UU,,0,10.6
B6192BH011NA01,B6192BH011NA01UU,UU,,0,23.1
B6192BH013NA01,B6192BH013NA01UU,UU,,0,23.1
B6210BH001DS01,B6210BH001DS01UU,UU,,,
B6210BH001DS02,B6210BH001DS02UU,UU,,,
B6210BH001DS03,B6210BH001DS03UU,UU,,,
B6210BH001NA04,B6210BH001NA04UU,UU,,0,14.22
B6210BH001NA05,B6210BH001NA05UU,UU,,0,13.01
B6210BH001NA06,B6210BH001NA06UU,UU,,,
B6210BH002NA04,B6210BH002NA04UU,UU,,,
B6210BH003NA04,B6210BH003NA04UU,UU,,0,33.34
B6210BH004NA04,B6210BH004NA04UU,UU,,0,23.06
B6210BH005NA05,B6210BH005NA05UU,UU,,0,74.71
B6210BH006NA03,B6210BH006NA03UU,UU,,0,13.52
B6210BH006NA04,B6210BH006NA04UU,UU,,0,32.18
B6210BH007NA05,B6210BH007NA05UU,UU,,0,56.62
B6210BH009NA04,B6210BH009NA04UU,UU,,0,12.88
B6210BH011NA04,B6210BH011NA04UU,UU,,0,12.74
B6215BH002NA02,B6215BH002NA02UU,UU,,0,13.75
B6215BH003NA03,B6215BH003NA03UU,UU,,0,12.08
B6215BH004NA04,B6215BH004NA04UU,UU,,0,15.67
B6215BH005NA01,B6215BH005NA01UU,UU,,0,14.25
B6215BH005NA01,B6215BH005NA01CU,CU,,,
B6215BH006NA01,B6215BH006NA01CU,CU,,,
B6215BH006NA01,B6215BH006NA01UU,UU,,0,14.84
B6215BH006NA02,B6215BH006NA02UU,UU,,,
B6215BH007NA01,B6215BH007NA01UU,UU,,0,14.27
B6215BH008NA01,B6215BH008NA01CU,CU,,,
B6215BH008NA01,B6215BH008NA01UU,UU,,0,19.02
B6215BH009NA01,B6215BH009NA01UU,UU,,0,24.46
B6215BH010NA01,B6215BH010NA01UU,UU,,0,16.15
B6217BH001DS01,B6217BH001DS01UU,UU,Strain Control,,49
B6217BH001DS02,B6217BH001DS02UU,UU,strain control,,70.1
B6217BH001DS03,B6217BH001DS03UU,UU,strain control,,74.6
B6217BH002DS01,B6217BH002DS01UU,UU,strain control,,55.1
B6217BH002DS02,B6217BH002DS02UU,UU,strain control,,72.5
B6217BH002DS03,B6217BH002DS03UU,UU,strain control,,63.4
B6217BH003DS01,B6217BH003DS01UU,UU,strain control,,49
B6217BH003DS02,B6217BH003DS02UU,UU,strain control,,35.7
B6219BH001NA01,B6219BH001NA01UU,UU,,0,17.27
B6219BH003NA01,B6219BH003NA01UU,UU,,0,9.15
B6219BH004NA01,B6219BH004NA01UU,UU,,0,7.58
B6219BH005NA01,B6219BH005NA01UU,UU,,0,9.58
B6219BH006NA01,B6219BH006NA01UU,UU,,0,15.1
B6225BH001NA02,B6225BH001NA02UU,UU,,0,17.17
B6225BH002NA02,B6225BH002NA02UU,UU,,0,13.8
B6225BH003NA02,B6225BH003NA02UU,UU,,0,23.6
B6225BH004NA02,B6225BH004NA02UU,UU,,0,15.27
B6225BH007NA02,B6225BH007NA02UU,UU,,0,12.95
B6225BH008NA01,B6225BH008NA01UU,UU,,0,18.43
B6225BH009NA03,B6225BH009NA03UU,UU,,0,19.38
B6225BH009NA04,B6225BH009NA04UU,UU,,0,25.9
B6226BH012DS01,B6226BH012DS01UU,UU,,,
B6226BH012DS01,B6226BH012DS01CU,CU,,,
B6229BH001NA01,B6229BH001NA01UU,UU,,0,7.3
B6229BH001NA02,B6229BH001NA02UU,UU,,0,13.3
B6229BH002NA01,B6229BH002NA01UU,UU,,0,6.6
B6238BH004NA03,B6238BH004NA03UU,UU,,0,17.05
B6238BH005NA02,B6238BH005NA02UU,UU,,0,19.46
B6239BH002NA01,B6239BH002NA01UU,UU,,0,22.4
B6242BH002NA01,B6242BH002NA01UU,UU,,0,4.6
B6242BH003NA01,B6242BH003NA01UU,UU,,0,16.7
B6242BH004NA01,B6242BH004NA01UU,UU,,0,21.1
B6242BH005NA01,B6242BH005NA01UU,UU,,0,6.6
B6242BH006NA01,B6242BH006NA01UU,UU,,0,14.6
B6246BH001DS01,B6246BH001DS01UU,UU,,,
B6246BH001NA02,B6246BH001NA02UU,UU,,0,13.23
B6246BH001NA03,B6246BH001NA03UU,UU,,0,15.9
B6246BH002NA03,B6246BH002NA03UU,UU,,0,10.15
B6257BH001NA02,B6257BH001NA02UU,UU,,0,25.19
B6257BH002NA02,B6257BH002NA02UU,UU,,0,20.66
B6260BH001NA01,B6260BH001NA01UU,UU,,,2.5
B6260BH002NA01,B6260BH002NA01UU,UU,,,1.4
B6260BH003NA01,B6260BH003NA01UU,UU,,,12.6
B6260BH004NA01,B6260BH004NA01UU,UU,,,20.8
B6264BH005CR01,B6264BH005CR01UU,UU,,,39.41
B6264BH007CR01,B6264BH007CR01UU,UU,,,33.58
B6283BH005NA01,B6283BH005NA01UU,UU,,0,46.5
B6283BH005NA01,B6283BH005NA01CU,CU,,0,46.5
B6293BH002NA01,B6293BH002NA01UU,UU,,,4.5
B6293BH005NA01,B6293BH005NA01UU,UU,,,4.2
B6301SB001DS01,B6301SB001DS01UU,UU,strain control,0,23.76
B6306BH001NA02,B6306BH001NA02UU,UU,,,86.6
B6306BH001NA03,B6306BH001NA03UU,UU,,,74.7
B6306BH002NA02,B6306BH002NA02UU,UU,,,51.7
B6306BH002NA03,B6306BH002NA03UU,UU,,,91
B6306BH004NA02,B6306BH004NA02UU,UU,,,52.7
B6306BH004NA03,B6306BH004NA03UU,UU,,,53.5
B6306BH005NA02,B6306BH005NA02UU,UU,,,114.1
B6316BH001NA02,B6316BH001NA02UU,UU,,,31.4
B6316BH002NA01,B6316BH002NA01UU,UU,,,14.9
B6316BH003NA02,B6316BH003NA02UU,UU,,,27.2
B6316BH004NA01,B6316BH004NA01UU,UU,,,17.1
B6316BH005NA02,B6316BH005NA02UU,UU,,,28.2
B6316BH006NA01,B6316BH006NA01UU,UU,,,8.7
B6316BH006NA02,B6316BH006NA02UU,UU,,,52
B6316BH007NA01,B6316BH007NA01UU,UU,,,31.2
B6316BH008NA01,B6316BH008NA01UU,UU,,,19.6
B6316BH009NA01,B6316BH009NA01UU,UU,,,14.6
B6316BH010NA01,B6316BH010NA01UU,UU,,,27.5
B6316BH011NA01,B6316BH011NA01UU,UU,,,28.4
B6316BH011NA02,B6316BH011NA02UU,UU,,,22.3
B6320BH003NA01,B6320BH003NA01UU,UU,Strain Control,,0.14
B6320BH009NA01,B6320BH009NA01UU,UU,STRAIN CONTROL,,0.16
B6320BH010NA01,B6320BH010NA01UU,UU,STRAIN CONTROL,,0.09
B6337BH002NA01,B6337BH002NA01UU,UU,,,
B6337BH002NA01,B6337BH002NA01CU,CU,,,
B6337BH002NA02,B6337BH002NA02UU,UU,,0,43.1
B6337BH003NA01,B6337BH003NA01UU,UU,,0,24.2
B6337BH005NA02,B6337BH005NA02UU,UU,,0,47.8
B6337BH006NA01,B6337BH006NA01UU,UU,,0,40.5
B6337BH007NA01,B6337BH007NA01UU,UU,,0,29.2
B6337BH008NA01,B6337BH008NA01UU,UU,,0,27.8
B6338SB002DS01,B6338SB002DS01UU,UU,strain control,0,68.7
B6338SB004DS01,B6338SB004DS01UU,UU,strain control test,0,61.4
B6345BH001NA03,B6345BH001NA03UU,UU,,0,48.18
B6345BH002NA03,B6345BH002NA03UU,UU,,0,35.31
B6345BH003NA03,B6345BH003NA03UU,UU,,0,52.26
B6345BH004NA03,B6345BH004NA03UU,UU,,0,28.1
B6348SB002CR01,B6348SB002CR01UU,UU,,,0.299
B6348SB003CR01,B6348SB003CR01UU,UU,,,0.247
B6348SB004CR01,B6348SB004CR01UU,UU,,,0.298
B6348SB005CR01,B6348SB005CR01UU,UU,,,0.247
B6348SB006CR01,B6348SB006CR01UU,UU,,,0.254
B6348SB007CR01,B6348SB007CR01UU,UU,,,0.291
B6373BH001NA01,B6373BH001NA01UU,UU,,,
B6373BH002NA01,B6373BH002NA01UU,UU,,,0.12
B6373BH003NA01,B6373BH003NA01UU,UU,,,0.61
B6373BH003NA01,B6373BH003NA01CU,CU,,,
B6373BH004NA01,B6373BH004NA01UU,UU,,,
B6373BH005NA02,B6373BH005NA02UU,UU,,,0.58
B6373BH006NA01,B6373BH006NA01UU,UU,,,0.61
B6373BH007NA01,B6373BH007NA01UU,UU,,,0.39
B6373BH008NA01,B6373BH008NA01UU,UU,,,0.4
B6373BH009NA01,B6373BH009NA01CU,CU,,,
B6373BH009NA01,B6373BH009NA01UU,UU,,,0.37
B6373BH010NA01,B6373BH010NA01UU,UU,,,0.1
B6373BH011NA01,B6373BH011NA01UU,UU,,,0.11
B6373BH012NA01,B6373BH012NA01UU,UU,,,0.12
B6373BH013NA01,B6373BH013NA01UU,UU,,,0.11
B6377SB008DS01,B6377SB008DS01CU,CU,,,130
B6377SB008NA02,B6377SB008NA02CU,CU,,,
B6377SB009NA02,B6377SB009NA02CU,CU,,,116.2
B6388BH001DS01,B6388BH001DS01UU,UU,변형률 제어방식,0,13.7
B6388BH002DS01,B6388BH002DS01UU,UU,변형률 제어방식,0,10.7
B6388BH002DS01,B6388BH002DS01CU,CU,,,
B6388BH004DS02,B6388BH004DS02UU,UU,변형률 제어방식,0,15.3
B6388BH005DS01,B6388BH005DS01UU,UU,변형률 제어방식,0,9.7
B6388BH006DS01,B6388BH006DS01CU,CU,,,
B6388BH006DS01,B6388BH006DS01UU,UU,변형률 제어방식,0,15.7
B6388BH006DS02,B6388BH006DS02UU,UU,변형률 제어방식,0,15.7
B6388BH007DS01,B6388BH007DS01UU,UU,변형률 제어방식,0,11.7
B6388BH007DS01,B6388BH007DS01CU,CU,,,
B6388BH008DS01,B6388BH008DS01UU,UU,,,
B6388BH008DS02,B6388BH008DS02UU,UU,변형률 제어방식,0,11.2
B6388BH009DS01,B6388BH009DS01UU,UU,,,
B6388BH009DS03,B6388BH009DS03UU,UU,변형률 제어방식,0,23.8
B6388BH011DS01,B6388BH011DS01CU,CU,,,
B6388BH011DS03,B6388BH011DS03UU,UU,변형률 제어방식,0,15.8
B6388BH012DS02,B6388BH012DS02UU,UU,변형률 제어방식,0,22.1
B6448BH005NA01,B6448BH005NA01CU,CU,,10.1,17.9
B6448BH005NA01,B6448BH005NA01UU,UU,,,
B6448BH011DS01,B6448BH011DS01CU,CU,,11.5,20.1
B6448BH011DS01,B6448BH011DS01UU,UU,,,20.2
B6448BH015NA01,B6448BH015NA01CU,CU,,8.3,22.3
B6448BH015NA01,B6448BH015NA01UU,UU,,,20.7
B6448BH016NA01,B6448BH016NA01CU,CU,,12.3,16.5
B6448BH016NA01,B6448BH016NA01UU,UU,,,21.5
B6448BH019NA01,B6448BH019NA01CU,CU,,12,24.1
B6448BH019NA01,B6448BH019NA01UU,UU,,,19.9
B6472BH001DS01,B6472BH001DS01UU,UU,strain control,0,89.1
B6472BH002DS01,B6472BH002DS01UU,UU,strain control,0,110.8
B6477BH001NA03,B6477BH001NA03UU,UU,,0,57.4
B6477BH002NA03,B6477BH002NA03UU,UU,,0,18.1
B6477BH003NA03,B6477BH003NA03UU,UU,,0,28
B6477BH004NA02,B6477BH004NA02UU,UU,,0,74.9
B6477BH005DS01,B6477BH005DS01CU,CU,,,
B6477BH005NA03,B6477BH005NA03UU,UU,,0,48
B6477BH006NA02,B6477BH006NA02UU,UU,,0,43.6
B6477BH007NA02,B6477BH007NA02UU,UU,,0,32.8
B6477BH008NA02,B6477BH008NA02UU,UU,,0,51.6
B6477BH009NA02,B6477BH009NA02UU,UU,,0,57.4
B6477BH010NA01,B6477BH010NA01UU,UU,,0,26.7
B6477BH012NA01,B6477BH012NA01UU,UU,,0,26.7
B6543BH010DS01,B6543BH010DS01UU,UU,,,16.16
B6543BH012DS01,B6543BH012DS01UU,UU,,,
B6543BH012DS01,B6543BH012DS01CU,CU,,,
B6543BH014DS01,B6543BH014DS01UU,UU,,,
B6543BH015DS01,B6543BH015DS01UU,UU,,,
B6543BH016DS01,B6543BH016DS01UU,UU,,,
B6543BH018DS01,B6543BH018DS01UU,UU,,,
B6543BH024DS01,B6543BH024DS01UU,UU,,,
B6543BH037DS01,B6543BH037DS01UU,UU,,,
B6543BH065DS01,B6543BH065DS01UU,UU,,,
B6565BH001DS01,B6565BH001DS01UU,UU,strain,,27.18
B6565BH002DS01,B6565BH002DS01UU,UU,strain,,17.78
B6565BH003DS01,B6565BH003DS01UU,UU,strain,,22.02
B6565BH004DS01,B6565BH004DS01UU,UU,strain,,27.18
B6622SB002CR01,B6622SB002CR01UU,UU,,0,32.3
B6622SB002CR01,B6622SB002CR01CU,CU,,,
B6622SB003CR01,B6622SB003CR01UU,UU,,0,31.4
B6672BH003NA01,B6672BH003NA01UU,UU,,,61.1
B6672BH003NA01,B6672BH003NA01CU,CU,,12.23,30.62
B6672BH004NA01,B6672BH004NA01CU,CU,,10.9,35.07
B6672BH004NA01,B6672BH004NA01UU,UU,,,58.8
B6672BH005NA03,B6672BH005NA03UU,UU,,,61.3
B6672BH005NA03,B6672BH005NA03CU,CU,,12.48,29.34
B6672BH005NA04,B6672BH005NA04CU,CU,,13.11,30.61
B6672BH005NA04,B6672BH005NA04UU,UU,,,63.5
B6672BH006DS01,B6672BH006DS01CU,CU,,11.21,28.5
B6672BH006NA02,B6672BH006NA02UU,UU,,,57
B6672BH007DS01,B6672BH007DS01CU,CU,,,
B6672BH007NA02,B6672BH007NA02UU,UU,,,24.4
B6672BH007NA02,B6672BH007NA02CU,CU,,13.43,5.72
